fuel_type,body_type,km_driven,city,brand,transmission_type,no_of_owner,seats,manufacture_year,registration_year,model_year,price
Diesel,Sedan,120000,hyderabad,Volkswagen,Automatic,2,5,2014,2014,2014,750000.0
Diesel,SUV,58000,hyderabad,Mahindra,Manual,1,7,2018,2018,2018,1595000.0
Petrol,Hatchback,90000,hyderabad,Maruti,Manual,1,5,2012,2013,2012,310000.0
Petrol,Hatchback,59000,hyderabad,Maruti,Manual,1,5,2017,2017,2017,675000.0
Diesel,Sedan,66000,hyderabad,Jaguar,Automatic,1,4,2013,2014,2013,3500000.0
Diesel,SUV,100000,hyderabad,Mercedes-Benz,Automatic,3,5,2011,2011,2011,1200000.0
Petrol,Hatchback,99003,hyderabad,Maruti,Manual,1,5,2019,2019,2019,392000.0
Petrol,Hatchback,76003,hyderabad,Maruti,Manual,1,5,2019,2020,2019,401000.0
Diesel,SUV,70000,hyderabad,Audi,Automatic,1,5,2017,2017,2017,4200000.0
Petrol,Hatchback,101863,hyderabad,Maruti,Manual,3,5,2017,2017,2017,581000.0
Diesel,Sedan,107344,hyderabad,Volkswagen,Automatic,1,5,2018,2018,2018,909000.0
Diesel,SUV,100000,hyderabad,Mercedes-Benz,Automatic,3,5,2011,2011,2011,2400000.0
Petrol,Hatchback,56129,hyderabad,Hyundai,Manual,1,5,2018,2018,2018,543000.0
Diesel,MUV,70599,hyderabad,Maruti,Manual,1,7,2019,2019,2019,1100000.0
Diesel,Sedan,97208,hyderabad,Honda,Automatic,1,5,2018,2018,2018,743000.0
Petrol,Sedan,53509,hyderabad,Skoda,Manual,2,5,2020,2020,2020,997000.0000000001
Diesel,SUV,52000,hyderabad,Jeep,Manual,1,5,2017,2017,2017,1599000.0
Petrol,Hatchback,97621,hyderabad,Hyundai,Manual,1,5,2021,2021,2021,811000.0
Petrol,Hatchback,113000,hyderabad,Hyundai,Manual,1,5,2009,2009,2009,250000.0
Diesel,MUV,152000,hyderabad,Toyota,Manual,1,8,2008,2008,2008,650000.0
Diesel,SUV,78000,hyderabad,Maruti,Manual,1,5,2018,2018,2018,975000.0
Diesel,Sedan,93000,hyderabad,Audi,Automatic,1,5,2011,2011,2011,1199000.0
Petrol,Sedan,48000,hyderabad,Mercedes-Benz,Manual,1,5,2011,2011,2001,999000.0
Diesel,MUV,55000,hyderabad,Chevrolet,Manual,1,7,2013,2013,2013,525000.0
Diesel,Sedan,131852,hyderabad,Maruti,Manual,1,5,2012,2012,2012,420000.0
Petrol,Hatchback,20000,hyderabad,Maruti,Manual,1,5,2021,2021,2021,600000.0
Diesel,SUV,44416,hyderabad,Renault,Manual,1,5,2019,2019,2019,996000.0000000001
Petrol,Hatchback,69408,hyderabad,Honda,Manual,3,5,2012,2012,2012,311000.0
Petrol,SUV,10000,hyderabad,Volkswagen,Manual,1,5,2022,2022,2022,1700000.0
Petrol,Hatchback,78911,hyderabad,Maruti,Manual,2,5,2016,2016,2016,572000.0
Petrol,Hatchback,85298,hyderabad,Datsun,Manual,1,5,2017,2018,2017,307000.0
Petrol,Sedan,60529,hyderabad,Honda,Manual,1,5,2014,2014,2014,454000.0
Diesel,Sedan,115276,hyderabad,Skoda,Manual,2,5,2017,2017,2017,775000.0
Diesel,SUV,60000,hyderabad,Maruti,Automatic,1,5,2019,2019,2019,850000.0
Petrol,SUV,30241,hyderabad,Renault,Manual,1,5,2020,2021,2020,907000.0
Petrol,Hatchback,24197,hyderabad,Hyundai,Manual,1,5,2019,2020,2019,509000.0
Petrol,SUV,20000,hyderabad,Mercedes-Benz,Automatic,1,5,2022,2022,2022,4800000.0
Petrol,Hatchback,44981,hyderabad,Hyundai,Manual,1,5,2021,2021,2021,940000.0
Diesel,Hatchback,85497,hyderabad,Nissan,Manual,2,5,2011,2011,2011,227000.0
Petrol,SUV,20000,hyderabad,Audi,Automatic,1,5,2022,2022,2022,6200000.0
Petrol,Hatchback,30000,hyderabad,Maruti,Manual,1,5,2019,2019,2019,650000.0
Diesel,Hatchback,80000,hyderabad,Maruti,Manual,1,5,2017,2017,2017,580000.0
Petrol,Hatchback,41000,hyderabad,Honda,Automatic,1,5,2017,2017,2017,595000.0
Diesel,SUV,73000,hyderabad,Hyundai,Automatic,1,5,2017,2017,2017,1100000.0
Petrol,Sedan,40000,hyderabad,Maruti,Manual,1,5,2022,2022,2022,770000.0
Petrol,Hatchback,27000,hyderabad,Maruti,Manual,1,5,2018,2018,2018,695000.0
Petrol,Hatchback,57380,hyderabad,Tata,Manual,3,5,2018,2019,2018,496000.0
Diesel,Sedan,81334,hyderabad,Hyundai,Automatic,1,5,2018,2018,2018,1261000.0
Cng,Sedan,70000,hyderabad,Maruti,Manual,1,5,2022,2022,2022,875000.0
Diesel,SUV,32483,hyderabad,Tata,Manual,1,5,2021,2021,2021,927999.9999999999
Diesel,SUV,71220,hyderabad,Maruti,Manual,2,5,2016,2016,2016,803999.9999999999
Petrol,SUV,17459,hyderabad,Kia,Manual,1,5,2021,2021,2021,1100000.0
Petrol,SUV,6517,hyderabad,Maruti,Manual,1,5,2023,2023,2023,1275000.0
Diesel,SUV,70427,hyderabad,Hyundai,Manual,1,5,2018,2018,2018,950000.0
Petrol,Hatchback,52306,hyderabad,Maruti,Automatic,1,5,2018,2018,2018,400000.0
Diesel,Sedan,111670,hyderabad,Volkswagen,Automatic,1,5,2015,2015,2015,550000.0
Petrol,Hatchback,40000,hyderabad,Maruti,Manual,1,5,2019,2019,2019,475000.0
Diesel,Hatchback,67000,hyderabad,Hyundai,Manual,1,5,2017,2017,2017,720000.0
Diesel,Sedan,77000,hyderabad,BMW,Automatic,1,5,2018,2018,2018,4050000.0
Diesel,SUV,71000,hyderabad,BMW,Automatic,1,5,2016,2016,2016,3875000.0
Petrol,Sedan,88471,hyderabad,Honda,Manual,3,5,2012,2012,2012,417000.0
Diesel,Hatchback,88479,hyderabad,Hyundai,Manual,1,5,2018,2019,2018,532000.0
Petrol,MUV,39000,hyderabad,Maruti,Manual,1,6,2020,2020,2020,1150000.0
Diesel,Sedan,50003,hyderabad,Volkswagen,Automatic,1,5,2018,2018,2018,944000.0
Petrol,Hatchback,82163,hyderabad,Hyundai,Manual,1,5,2017,2017,2017,501000.0
Petrol,Hatchback,40000,hyderabad,Maruti,Manual,1,5,2022,2022,2022,850000.0
Petrol,Hatchback,108560,hyderabad,Maruti,Manual,1,5,2016,2016,2016,472000.0
Diesel,SUV,70000,hyderabad,Mahindra,Manual,1,7,2014,2014,2014,860000.0
Petrol,Hatchback,28292,hyderabad,Datsun,Manual,1,5,2021,2021,2021,469000.00000000006
Petrol,Hatchback,117467,hyderabad,Maruti,Manual,1,5,2017,2018,2017,289000.0
Petrol,Hatchback,65000,hyderabad,Maruti,Manual,1,5,2019,2019,2019,690000.0
Petrol,Hatchback,60541,hyderabad,Hyundai,Manual,1,5,2012,2013,2012,321000.0
Petrol,SUV,60000,hyderabad,Ford,Manual,1,5,2015,2015,2015,575000.0
Petrol,Sedan,76355,hyderabad,Honda,Manual,1,5,2019,2019,2019,890000.0
Petrol,Hatchback,60000,hyderabad,Maruti,Automatic,1,5,2021,2021,2021,525000.0
Diesel,SUV,50000,hyderabad,Nissan,Manual,1,5,2019,2019,2019,900000.0
Diesel,SUV,96000,hyderabad,MG,Manual,1,5,2019,2020,2019,1650000.0
Diesel,SUV,63000,hyderabad,Mahindra,Manual,1,5,2020,2020,2020,1120000.0
Petrol,Hatchback,40000,hyderabad,Hyundai,Manual,1,5,2020,2020,2020,599000.0
Petrol,SUV,30000,hyderabad,Hyundai,Manual,1,5,2021,2021,2021,1019999.9999999999
Petrol,Sedan,101543,hyderabad,Maruti,Manual,1,5,2014,2015,2014,443000.0
Petrol,Hatchback,66424,hyderabad,Maruti,Manual,1,5,2016,2016,2016,644000.0
Petrol,SUV,120000,hyderabad,Maruti,Manual,1,5,2020,2020,2020,750000.0
Petrol,Hatchback,33433,hyderabad,Tata,Manual,1,5,2018,2018,2018,519000.00000000006
Diesel,Hatchback,72169,hyderabad,Hyundai,Manual,1,5,2016,2016,2016,695000.0
Petrol,Sedan,48175,hyderabad,Honda,Automatic,1,5,2018,2018,2018,981000.0
Petrol,Hatchback,73452,hyderabad,Maruti,Manual,1,5,2014,2014,2014,425000.0
Petrol,SUV,54807,hyderabad,MG,Automatic,1,5,2020,2020,2020,1537000.0
Petrol,Hatchback,47118,hyderabad,Maruti,Manual,1,5,2017,2017,2017,323000.0
Petrol,SUV,100000,hyderabad,Tata,Manual,1,5,2017,2017,2017,700000.0
Petrol,SUV,41192,hyderabad,Nissan,Manual,1,5,2021,2021,2021,809000.0
Diesel,SUV,70000,hyderabad,Tata,Manual,1,5,2019,2019,2019,1785000.0000000002
Diesel,SUV,105264,hyderabad,Ford,Automatic,1,7,2016,2018,2016,2650000.0
Petrol,SUV,70000,hyderabad,Honda,Automatic,1,5,2012,2012,2012,1195000.0
Diesel,SUV,50380,hyderabad,Land Rover,Automatic,1,5,2017,2018,2017,4800000.0
Diesel,Sedan,80000,hyderabad,Tata,Manual,2,5,2010,2010,2010,245000.00000000003
Petrol,Hatchback,51000,hyderabad,Maruti,Manual,1,5,2016,2016,2016,425000.0
Petrol,Hatchback,31846,hyderabad,Renault,Manual,1,5,2017,2018,2017,385000.0
Diesel,Hatchback,63000,hyderabad,Hyundai,Manual,1,5,2015,2015,2015,545000.0
Diesel,Hatchback,114676,hyderabad,Hyundai,Manual,2,5,2015,2016,2015,588000.0
Diesel,Hatchback,82662,hyderabad,Hyundai,Manual,1,5,2019,2019,2019,747000.0
Petrol,Hatchback,50000,hyderabad,Maruti,Manual,2,5,2014,2014,2014,280000.0
Petrol,MUV,66518,hyderabad,Renault,Manual,1,7,2019,2020,2019,633000.0
Petrol,Sedan,57927,hyderabad,Honda,Manual,1,5,2017,2018,2017,814000.0
Petrol,Sedan,40000,hyderabad,Maruti,Manual,1,5,2019,2019,2019,900000.0
Petrol,Hatchback,16115,hyderabad,Tata,Manual,1,5,2021,2021,2021,605000.0
Petrol,Hatchback,50829,hyderabad,Hyundai,Manual,2,5,2009,2009,2009,270000.0
Petrol,Hatchback,25467,hyderabad,Hyundai,Manual,1,5,2019,2019,2019,622000.0
Petrol,Hatchback,71071,hyderabad,Maruti,Manual,1,5,2020,2020,2020,317000.0
Petrol,Sedan,55000,hyderabad,Hyundai,Manual,1,5,2016,2016,2016,795000.0
Petrol,Hatchback,55563,hyderabad,Hyundai,Manual,2,5,2017,2017,2017,602000.0
Petrol,Hatchback,54000,hyderabad,Hyundai,Automatic,1,5,2015,2015,2015,575000.0
Petrol,Hatchback,70000,hyderabad,Hyundai,Manual,2,5,2019,2019,2019,675000.0
Diesel,Sedan,54000,hyderabad,Volvo,Automatic,1,5,2017,2017,2017,1998999.9999999998
Petrol,SUV,41000,hyderabad,Ford,Automatic,1,5,2016,2016,2016,750000.0
Petrol,Hatchback,70000,hyderabad,Hyundai,Manual,2,5,2011,2011,2011,350000.0
Petrol,Hatchback,62500,hyderabad,Maruti,Manual,1,5,2020,2020,2020,749000.0
Petrol,Hatchback,20000,hyderabad,Hyundai,Manual,1,5,2021,2021,2021,550000.0
Petrol,Hatchback,60350,hyderabad,Hyundai,Manual,1,5,2016,2016,2016,599000.0
Petrol,Hatchback,52266,hyderabad,Hyundai,Manual,1,5,2015,2015,2015,570000.0
Diesel,Sedan,58431,hyderabad,Maruti,Manual,1,5,2018,2018,2018,894999.9999999999
Petrol,Sedan,41372,hyderabad,Honda,Automatic,1,5,2017,2018,2017,1011000.0
Petrol,Hatchback,46863,hyderabad,Maruti,Manual,2,5,2014,2014,2014,267000.0
Petrol,Sedan,66500,hyderabad,Nissan,Automatic,1,5,2014,2014,2014,570000.0
Petrol,Hatchback,49374,hyderabad,Hyundai,Manual,2,5,2014,2015,2014,369000.0
Diesel,Sedan,120000,hyderabad,Skoda,Manual,2,5,2012,2012,2012,360000.0
Petrol,Hatchback,62832,hyderabad,Tata,Manual,1,5,2021,2021,2021,605000.0
Petrol,Hatchback,61155,hyderabad,Hyundai,Manual,2,5,2016,2017,2016,585000.0
Diesel,Hatchback,75000,hyderabad,BMW,Automatic,1,5,2014,2014,2014,1798999.9999999998
Petrol,Hatchback,12045,hyderabad,Maruti,Manual,2,5,2021,2021,2021,723000.0
Petrol,Sedan,60700,hyderabad,Maruti,Manual,1,5,2020,2020,2020,894999.9999999999
Diesel,Sedan,85000,hyderabad,Mercedes-Benz,Automatic,1,5,2013,2013,2013,1350000.0
Petrol,Sedan,44276,hyderabad,Honda,Automatic,1,5,2020,2020,2020,1320000.0
Diesel,Sedan,99000,hyderabad,Audi,Automatic,1,5,2015,2015,2015,1998999.9999999998
Diesel,Sedan,78000,hyderabad,Audi,Automatic,1,5,2015,2015,2015,2499000.0
Diesel,Sedan,70000,hyderabad,Jaguar,Automatic,2,5,2013,2013,2013,1700000.0
Diesel,Sedan,70000,hyderabad,Jaguar,Automatic,1,5,2013,2013,2013,1800000.0
Diesel,Sedan,70000,hyderabad,Jaguar,Automatic,1,5,2013,2013,2013,1750000.0
Petrol,Hatchback,22264,hyderabad,Maruti,Manual,1,5,2021,2021,2021,429000.0
Petrol,Hatchback,103763,hyderabad,Maruti,Manual,1,5,2018,2019,2018,376000.0
Diesel,SUV,109000,hyderabad,Volvo,Automatic,1,5,2012,2012,2012,1015000.0
Petrol,Hatchback,49043,hyderabad,Hyundai,Manual,2,5,2012,2012,2012,312000.0
Petrol,Hatchback,70666,hyderabad,Maruti,Automatic,2,5,2017,2017,2017,492000.0
Diesel,SUV,128000,hyderabad,Land Rover,Automatic,1,5,2011,2011,2011,3700000.0
Diesel,Sedan,65815,hyderabad,Maruti,Automatic,1,5,2018,2018,2018,800000.0
Petrol,Hatchback,79000,hyderabad,Maruti,Manual,1,5,2010,2010,2010,165000.0
Petrol,Hatchback,48580,hyderabad,Maruti,Automatic,1,5,2020,2020,2020,831000.0
Petrol,Hatchback,44646,hyderabad,Hyundai,Manual,1,5,2018,2018,2018,691000.0
Petrol,Hatchback,71963,hyderabad,Maruti,Manual,1,5,2008,2011,2008,175000.0
Petrol,Hatchback,26678,hyderabad,Hyundai,Manual,2,5,2017,2017,2017,493000.0
Diesel,Sedan,152000,hyderabad,Honda,Manual,1,5,2015,2015,2015,599000.0
Diesel,SUV,101000,hyderabad,Ford,Automatic,1,7,2016,2016,2016,2395000.0
Diesel,Hatchback,41000,hyderabad,Chevrolet,Manual,1,5,2012,2012,2012,320000.0
Diesel,SUV,109000,hyderabad,Toyota,Manual,1,7,2018,2018,2018,3150000.0
Diesel,Sedan,83000,hyderabad,Skoda,Manual,1,5,2017,2017,2017,825000.0
Diesel,Hatchback,80000,hyderabad,Maruti,Manual,1,5,2012,2013,2012,375000.0
Diesel,Hatchback,94514,hyderabad,Maruti,Manual,3,5,2011,2011,2011,323000.0
Petrol,Sedan,67037,hyderabad,Maruti,Manual,1,5,2015,2016,2015,487000.0
Diesel,SUV,120000,hyderabad,Mahindra,Manual,1,8,2004,2004,2004,290000.0
Petrol,Hatchback,35540,hyderabad,Toyota,Manual,2,5,2019,2020,2019,709000.0
Diesel,SUV,47627,hyderabad,Renault,Manual,1,5,2019,2019,2019,983000.0
Petrol,Sedan,98000,hyderabad,Toyota,Automatic,1,5,2009,2009,2009,450000.0
Petrol,Hatchback,55943,hyderabad,Hyundai,Manual,1,5,2018,2018,2018,672000.0
Diesel,SUV,71000,hyderabad,Hyundai,Automatic,1,5,2018,2018,2018,1350000.0
Petrol,Hatchback,117924,hyderabad,Maruti,Automatic,1,5,2018,2018,2018,457000.0
Petrol,Hatchback,92195,hyderabad,Maruti,Manual,1,5,2013,2014,2013,311000.0
Petrol,Hatchback,49009,hyderabad,Maruti,Automatic,1,5,2018,2018,2018,623000.0
Petrol,SUV,31650,hyderabad,Kia,Automatic,1,5,2020,2020,2020,1090000.0
Petrol,MUV,20000,hyderabad,Kia,Manual,1,7,2022,2022,2022,1600000.0
Petrol,Hatchback,70000,hyderabad,Hyundai,Manual,1,5,2009,2009,2009,200000.0
Diesel,Sedan,39000,hyderabad,Hyundai,Automatic,1,5,2018,2018,2018,925000.0
Petrol,SUV,10000,hyderabad,Mahindra,Automatic,1,5,2022,2022,2022,1150000.0
Diesel,SUV,93615,hyderabad,Hyundai,Automatic,1,5,2018,2018,2018,1150000.0
Petrol,MUV,6400,hyderabad,Toyota,Manual,1,7,2022,2022,2022,2550000.0
Petrol,Sedan,16727,hyderabad,Maruti,Manual,2,5,2022,2022,2022,894999.9999999999
Petrol,SUV,63334,hyderabad,Hyundai,Manual,3,5,2019,2019,2019,1009000.0
Petrol,SUV,14000,hyderabad,Nissan,Manual,1,5,2021,2022,2021,1050000.0
Petrol,Hatchback,96540,hyderabad,Maruti,Manual,1,5,2018,2018,2018,441000.0
Petrol,Sedan,92585,hyderabad,Toyota,Automatic,1,5,2018,2018,2018,759000.0
Petrol,SUV,53861,hyderabad,Ford,Manual,1,5,2014,2014,2014,425000.0
Petrol,Hatchback,65761,hyderabad,Maruti,Manual,2,5,2012,2012,2012,306000.0
Diesel,Sedan,67000,hyderabad,Volkswagen,Manual,2,5,2015,2015,2015,600000.0
Diesel,SUV,122100,hyderabad,Jeep,Manual,2,5,2018,2018,2018,1385000.0
Diesel,Sedan,53873,hyderabad,Maruti,Automatic,1,5,2017,2018,2017,736000.0
Diesel,SUV,60000,hyderabad,Maruti,Manual,1,5,2019,2019,2019,840000.0
Diesel,Hatchback,89197,hyderabad,Maruti,Manual,2,5,2013,2013,2013,426000.0
Petrol,Hatchback,30000,hyderabad,Datsun,Manual,1,5,2020,2020,2020,305000.0
Petrol,Hatchback,70000,hyderabad,Hyundai,Manual,1,5,2018,2018,2018,629000.0
Petrol,Hatchback,28700,hyderabad,Maruti,Automatic,1,5,2021,2021,2021,869000.0
Petrol,Hatchback,91629,hyderabad,Hyundai,Manual,1,5,2012,2012,2012,300000.0
Diesel,Hatchback,30000,hyderabad,Ford,Manual,1,5,2021,2021,2021,850000.0
Petrol,Hatchback,7058,hyderabad,Maruti,Manual,1,5,2022,2022,2022,869999.9999999999
Diesel,Sedan,86500,hyderabad,Maruti,Automatic,1,5,2017,2017,2017,775000.0
Petrol,Sedan,76438,hyderabad,Honda,Manual,2,5,2015,2015,2015,416000.0
Petrol,SUV,24489,hyderabad,Hyundai,Manual,2,5,2017,2017,2017,1025000.0
Petrol,Hatchback,20000,hyderabad,Maruti,Automatic,1,5,2022,2022,2022,790000.0
Diesel,Sedan,110600,hyderabad,Hyundai,Manual,1,5,2017,2017,2017,855000.0000000001
Petrol,Hatchback,63840,hyderabad,Maruti,Manual,2,5,2019,2020,2019,649000.0
Petrol,Hatchback,74000,hyderabad,Hyundai,Manual,1,5,2009,2009,2009,229999.99999999997
Petrol,Hatchback,21314,hyderabad,Tata,Manual,1,5,2021,2021,2021,599000.0
Diesel,Sedan,40007,hyderabad,Hyundai,Automatic,1,5,2017,2018,2017,900000.0
Diesel,Sedan,89997,hyderabad,Maruti,Manual,2,5,2015,2015,2015,622000.0
Petrol,Hatchback,64736,hyderabad,Honda,Manual,1,5,2014,2014,2014,362000.0
Diesel,SUV,105000,hyderabad,Audi,Automatic,1,5,2013,2013,2013,1295000.0
Petrol,SUV,40687,hyderabad,Maruti,Manual,1,5,2020,2021,2020,964000.0
Petrol,Sedan,33000,hyderabad,Ford,Automatic,2,5,2012,2013,2012,395000.0
Petrol,Hatchback,57000,hyderabad,Maruti,Automatic,1,5,2016,2017,2016,459999.99999999994
Diesel,MUV,120000,hyderabad,Toyota,Manual,2,8,2006,2006,2006,400000.0
Diesel,SUV,88000,hyderabad,Kia,Manual,1,5,2019,2019,2019,1325000.0
Petrol,Hatchback,80000,hyderabad,Hyundai,Manual,3,5,2009,2009,2009,215000.0
Petrol,SUV,49500,hyderabad,Hyundai,Manual,1,5,2020,2020,2020,1050000.0
Petrol,Hatchback,15985,hyderabad,Renault,Manual,1,5,2020,2020,2020,465000.00000000006
Petrol,Sedan,85871,hyderabad,Honda,Manual,2,5,2015,2015,2015,574000.0
Petrol,Hatchback,73665,hyderabad,Hyundai,Manual,1,5,2012,2012,2012,295000.0
Petrol,SUV,31614,hyderabad,Land Rover,Automatic,1,5,2020,2021,2020,26000000.0
Petrol,Sedan,70380,hyderabad,Tata,Manual,1,5,2021,2021,2021,707000.0
Petrol,Hatchback,73202,hyderabad,Hyundai,Manual,1,5,2016,2016,2016,605000.0
Petrol,Sedan,80000,hyderabad,Honda,Automatic,1,5,2016,2016,2016,565000.0
Diesel,Hatchback,58006,hyderabad,Maruti,Manual,1,5,2017,2018,2017,608000.0
Petrol,Hatchback,64000,hyderabad,Maruti,Automatic,1,5,2019,2019,2019,725000.0
Petrol,Hatchback,50670,hyderabad,Honda,Manual,2,5,2014,2014,2014,369000.0
Petrol,Hatchback,41058,hyderabad,Hyundai,Automatic,2,5,2020,2020,2020,508000.0
Diesel,SUV,120000,hyderabad,Renault,Manual,1,5,2013,2013,2013,360000.0
Petrol,Hatchback,56367,hyderabad,Maruti,Manual,2,5,2014,2014,2014,399000.0
Petrol,SUV,41000,hyderabad,Hyundai,Manual,1,5,2019,2019,2019,919999.9999999999
Petrol,Hatchback,40000,hyderabad,Hyundai,Manual,1,5,2019,2019,2019,740000.0
Petrol,Hatchback,16000,hyderabad,Hyundai,Automatic,1,5,2016,2016,2016,625000.0
Petrol,Hatchback,69900,hyderabad,Maruti,Automatic,1,5,2016,2016,2016,450000.0
Petrol,Sedan,120000,hyderabad,Honda,Manual,1,5,2016,2016,2016,650000.0
Petrol,Hatchback,95000,hyderabad,Tata,Manual,1,5,2016,2016,2016,450000.0
Diesel,Sedan,35000,hyderabad,Audi,Automatic,1,5,2018,2019,2018,2445000.0
Petrol,Sedan,66000,hyderabad,Honda,Automatic,1,5,2014,2014,2014,675000.0
Diesel,Sedan,67905,hyderabad,Maruti,Manual,1,5,2016,2016,2016,652000.0
Petrol,Hatchback,19348,hyderabad,Hyundai,Manual,1,5,2019,2019,2019,496000.0
Petrol,Sedan,35000,hyderabad,Honda,Manual,1,5,2017,2017,2017,650000.0
Petrol,Sedan,30811,hyderabad,Hyundai,Manual,1,5,2017,2017,2017,789000.0
Petrol,Hatchback,73227,hyderabad,Maruti,Manual,2,5,2019,2019,2019,458000.0
Diesel,Sedan,80000,hyderabad,Tata,Manual,2,5,2010,2010,2010,200000.0
Petrol,Hatchback,90184,hyderabad,Honda,Manual,1,5,2012,2012,2012,311000.0
Petrol,SUV,30000,hyderabad,Maruti,Manual,1,5,2021,2021,2021,1000000.0
Petrol,Sedan,66039,hyderabad,Hyundai,Manual,1,5,2016,2016,2016,613000.0
Diesel,Sedan,120000,hyderabad,Hyundai,Manual,2,5,2017,2017,2017,390000.0
Petrol,Sedan,89205,hyderabad,Honda,Manual,2,5,2013,2013,2013,517000.0
Petrol,SUV,50000,hyderabad,Hyundai,Manual,1,5,2020,2020,2020,999000.0
Petrol,Hatchback,80000,hyderabad,Maruti,Automatic,1,5,2018,2018,2018,740000.0
Diesel,SUV,29000,hyderabad,MG,Manual,1,5,2020,2020,2020,1650000.0
Diesel,SUV,90000,hyderabad,BMW,Automatic,1,5,2012,2012,2012,1320000.0
Diesel,Sedan,120000,hyderabad,Tata,Manual,1,5,2011,2011,2011,220000.00000000003
Diesel,Hatchback,100000,hyderabad,Fiat,Manual,2,5,2015,2015,2015,420000.0
Petrol,Hatchback,56962,hyderabad,Maruti,Automatic,1,5,2017,2017,2017,550000.0
Diesel,Sedan,90000,hyderabad,Skoda,Automatic,1,5,2015,2015,2015,550000.0
Petrol,Hatchback,101739,hyderabad,Volkswagen,Manual,1,5,2018,2018,2018,501999.99999999994
Petrol,Hatchback,69049,hyderabad,Tata,Manual,1,5,2019,2019,2019,552000.0
Diesel,SUV,110000,hyderabad,Maruti,Manual,1,5,2018,2018,2018,830000.0000000001
Petrol,Sedan,56242,hyderabad,Honda,Manual,1,5,2017,2017,2017,579000.0
Diesel,SUV,124281,hyderabad,Mahindra,Manual,1,7,2018,2018,2018,1215000.0
Petrol,SUV,38000,hyderabad,Hyundai,Manual,1,5,2019,2019,2019,950000.0
Diesel,SUV,84249,hyderabad,Mahindra,Manual,1,7,2018,2018,2018,1021000.0000000001
Diesel,Sedan,45000,hyderabad,BMW,Automatic,1,5,2018,2018,2018,2595000.0
Petrol,Sedan,122117,hyderabad,Maruti,Manual,2,5,2013,2013,2013,421000.0
Diesel,SUV,108632,hyderabad,Ford,Manual,1,5,2019,2020,2019,869999.9999999999
Diesel,Sedan,10700,hyderabad,BMW,Automatic,1,5,2017,2017,2017,4500000.0
Diesel,SUV,116988,hyderabad,Ford,Manual,1,5,2017,2017,2017,677000.0
Petrol,Sedan,60000,hyderabad,Honda,Automatic,1,5,2014,2014,2014,725000.0
Diesel,Sedan,120000,hyderabad,Honda,Manual,1,5,2018,2018,2018,650000.0
Diesel,SUV,92000,hyderabad,Hyundai,Manual,1,5,2016,2016,2016,980000.0000000001
Diesel,MUV,80000,hyderabad,Mahindra,Manual,1,7,2019,2019,2019,1100000.0
Cng,Sedan,90000,hyderabad,Toyota,Manual,2,5,2009,2009,2009,290000.0
Diesel,Hatchback,110000,hyderabad,Skoda,Manual,2,5,2014,2014,2014,350000.0
Petrol,Hatchback,70000,hyderabad,Nissan,Manual,1,5,2011,2011,2011,290000.0
Diesel,Hatchback,72761,hyderabad,Tata,Manual,1,5,2018,2019,2018,590000.0
Petrol,Hatchback,72473,hyderabad,Hyundai,Manual,1,5,2013,2013,2013,299000.0
Petrol,SUV,18030,hyderabad,Maruti,Manual,1,5,2022,2022,2022,1252000.0
Diesel,Sedan,63000,hyderabad,Honda,Manual,1,5,2018,2018,2018,875000.0
Petrol,Hatchback,40404,hyderabad,Honda,Automatic,1,5,2016,2016,2016,550000.0
Petrol,Sedan,96407,hyderabad,Honda,Automatic,1,5,2018,2018,2018,969999.9999999999
Petrol,Hatchback,20000,hyderabad,Hyundai,Manual,1,5,2017,2017,2017,590000.0
Petrol,Sedan,53456,hyderabad,Honda,Manual,1,5,2017,2018,2017,771000.0
Petrol,Hatchback,91603,hyderabad,Maruti,Manual,2,5,2016,2016,2016,256999.99999999997
Petrol,Hatchback,28246,hyderabad,Toyota,Manual,1,5,2021,2021,2021,767000.0
Diesel,Sedan,171000,hyderabad,Renault,Manual,3,5,2013,2013,2013,260000.0
Petrol,Hatchback,30224,hyderabad,Tata,Manual,1,5,2021,2022,2021,581000.0
Diesel,Sedan,70000,hyderabad,Honda,Manual,1,5,2017,2017,2017,1025000.0
Diesel,Hatchback,120000,hyderabad,Hyundai,Manual,3,5,2013,2013,2013,400000.0
Diesel,SUV,120000,hyderabad,Maruti,Manual,2,5,2017,2017,2017,750000.0
Diesel,Sedan,80000,hyderabad,Skoda,Manual,2,5,2020,2020,2020,1000000.0
Petrol,Sedan,49000,hyderabad,Skoda,Automatic,1,5,2019,2019,2019,2150000.0
Petrol,Hatchback,70000,hyderabad,Hyundai,Manual,1,5,2019,2019,2019,660000.0
Diesel,SUV,85838,hyderabad,Ford,Manual,1,5,2014,2015,2014,662000.0
Petrol,Hatchback,68000,hyderabad,Nissan,Manual,1,5,2016,2016,2016,395000.0
Petrol,Hatchback,38607,hyderabad,Maruti,Automatic,2,5,2018,2018,2018,513999.99999999994
Petrol,Hatchback,48934,hyderabad,Hyundai,Automatic,2,5,2019,2019,2019,772000.0
Petrol,Hatchback,73000,hyderabad,Hyundai,Manual,1,5,2018,2019,2018,680000.0
Petrol,Hatchback,31933,hyderabad,Maruti,Manual,2,5,2014,2014,2014,254000.0
Petrol,Hatchback,54959,hyderabad,Maruti,Manual,1,5,2013,2013,2013,311000.0
Diesel,Sedan,49000,hyderabad,Jaguar,Automatic,1,5,2014,2014,2014,2150000.0
