,ft,bt,km,transmission,ownerNo,oem,model,modelYear,price,Registration Year,Insurance Validity,Fuel Type,Seats,Ownership,Transmission,Year of Manufacture,Mileage,Engine,Max Power,Torque,Color,Engine Type,Displacement,Max Torque,No of Cylinder,Turbo Charger,Super Charger,Gear Box,Drive Type,Steering Type,Turning Radius,Front Brake Type,Rear Brake Type,Top Speed,Acceleration,Tyre Type,No Door Numbers,City
7679,Petrol,Sedan,13327,Manual,2,Toyota,Toyota Yaris,2018,681000.0,2019,Comprehensive,Petrol,5,Second Owner,Manual,2018,17.1,1496.0,108.45bhp@4000rpm,140.0,Others,dCi THP Diesel Engine,1461,245Nm@1750rpm,4,Yes,No,6 Speed,AWD,Power,5.0,Disc,Drum,168.0,14.0,"Tubeless,Radial",5,kolkata
7680,Petrol,SUV,57167,Automatic,2,Ford,Ford Ecosport,2019,735000.0,2019,Comprehensive,Petrol,5,Second Owner,Automatic,2019,14.8,1497.0,108.45bhp@4000rpm,150.0,Others,dCi THP Diesel Engine,1461,245Nm@1750rpm,4,Yes,No,6 Speed,AWD,Power,5.0,Disc,Drum,168.0,14.0,"Tubeless,Radial",5,kolkata
7681,Petrol,Sedan,35100,Manual,1,Volkswagen,Volkswagen Vento,2018,590000.0,2018,Third Party insurance,Petrol,5,First Owner,Manual,2018,16.09,1598.0,108.45bhp@4000rpm,153.0,Others,dCi THP Diesel Engine,1461,245Nm@1750rpm,4,Yes,No,6 Speed,AWD,Power,5.0,Disc,Drum,168.0,14.0,"Tubeless,Radial",5,kolkata
7682,Petrol,Hatchback,120000,Manual,1,Hyundai,Hyundai i10,2010,170000.0,2010,Third Party insurance,Petrol,5,First Owner,Manual,2010,20.36,1197.0,108.45bhp@4000rpm,111.0,Others,dCi THP Diesel Engine,1461,245Nm@1750rpm,4,Yes,No,6 Speed,AWD,Power,5.0,Disc,Drum,168.0,14.0,"Tubeless,Radial",5,kolkata
7683,Petrol,Hatchback,60000,Manual,2,Hyundai,Hyundai Santro Xing,2010,130000.0,2010,Third Party insurance,Petrol,5,Second Owner,Manual,2010,18.9,1086.0,108.45bhp@4000rpm,96.0,Others,dCi THP Diesel Engine,1461,245Nm@1750rpm,4,Yes,No,6 Speed,AWD,Power,5.0,Disc,Drum,168.0,14.0,"Tubeless,Radial",5,kolkata
7684,Petrol,Sedan,60000,Manual,1,Chevrolet,Chevrolet Aveo,2008,170000.0,2008,Third Party insurance,Petrol,5,First Owner,Manual,2008,14.4,1399.0,108.45bhp@4000rpm,12.0,Others,dCi THP Diesel Engine,1461,245Nm@1750rpm,4,Yes,No,6 Speed,AWD,Power,5.0,Disc,Drum,168.0,14.0,"Tubeless,Radial",5,kolkata
7685,Diesel,Sedan,30000,Automatic,1,Mercedes-Benz,Mercedes-Benz C-Class,2020,3979999.9999999995,2020,Third Party insurance,Diesel,5,First Owner,Automatic,2020,12.6,1950.0,108.45bhp@4000rpm,400.0,Others,dCi THP Diesel Engine,1461,245Nm@1750rpm,4,Yes,No,6 Speed,AWD,Power,5.0,Disc,Drum,168.0,14.0,"Tubeless,Radial",5,kolkata
7686,Diesel,SUV,14000,Manual,0,Mahindra,Mahindra XUV700,2022,2220000.0,2020,Comprehensive,Diesel,7,First Owner,Manual,2022,18.9,2198.0,108.45bhp@4000rpm,420.0,Others,dCi THP Diesel Engine,1461,245Nm@1750rpm,4,Yes,No,6 Speed,AWD,Power,5.0,Disc,Drum,168.0,14.0,"Tubeless,Radial",5,kolkata
7687,Petrol,Hatchback,10000,Manual,1,Maruti,Maruti Wagon R,2018,450000.0,2018,Third Party insurance,Petrol,5,First Owner,Manual,2018,20.51,998.0,108.45bhp@4000rpm,90.0,Others,dCi THP Diesel Engine,1461,245Nm@1750rpm,4,Yes,No,6 Speed,AWD,Power,5.0,Disc,Drum,168.0,14.0,"Tubeless,Radial",5,kolkata
7688,Diesel,SUV,19500,Automatic,2,Volvo,Volvo XC60,2020,4700000.0,2020,Third Party insurance,Diesel,5,Second Owner,Automatic,2020,11.2,1969.0,108.45bhp@4000rpm,480.0,Others,dCi THP Diesel Engine,1461,245Nm@1750rpm,4,Yes,No,6 Speed,AWD,Power,5.0,Disc,Drum,168.0,14.0,"Tubeless,Radial",5,kolkata
7689,Diesel,Sedan,55000,Manual,1,Maruti,Maruti Ciaz,2015,450000.0,2015,Third Party,Diesel,5,First Owner,Manual,2015,26.21,1248.0,108.45bhp@4000rpm,200.0,Others,dCi THP Diesel Engine,1461,245Nm@1750rpm,4,Yes,No,6 Speed,AWD,Power,5.0,Disc,Drum,168.0,14.0,"Tubeless,Radial",5,kolkata
7690,Petrol,Sedan,50000,Manual,1,Hyundai,Hyundai Accent,2011,190000.0,2011,Third Party insurance,Petrol,5,First Owner,Manual,2011,16.36,1495.0,108.45bhp@4000rpm,124.0,Others,dCi THP Diesel Engine,1461,245Nm@1750rpm,4,Yes,No,6 Speed,AWD,Power,5.0,Disc,Drum,168.0,14.0,"Tubeless,Radial",5,kolkata
7691,Diesel,Sedan,46980,Manual,2,Hyundai,Hyundai Verna,2015,494000.00000000006,2015,Third Party insurance,Diesel,5,Second Owner,Manual,2015,23.9,1582.0,108.45bhp@4000rpm,259.0,Others,dCi THP Diesel Engine,1461,245Nm@1750rpm,4,Yes,No,6 Speed,AWD,Power,5.0,Disc,Drum,168.0,14.0,"Tubeless,Radial",5,kolkata
7692,Petrol,Hatchback,40535,Manual,1,Maruti,Maruti Swift,2019,535000.0,2019,Third Party,Petrol,5,First Owner,Manual,2019,22.38,1197.0,108.45bhp@4000rpm,113.0,Others,dCi THP Diesel Engine,1461,245Nm@1750rpm,4,Yes,No,6 Speed,AWD,Power,5.0,Disc,Drum,168.0,14.0,"Tubeless,Radial",5,kolkata
7693,Petrol,Hatchback,60020,Manual,1,Hyundai,Hyundai Santro Xing,2010,155000.0,2010,Third Party insurance,Petrol,5,First Owner,Manual,2010,17.92,1086.0,108.45bhp@4000rpm,96.0,Others,dCi THP Diesel Engine,1461,245Nm@1750rpm,4,Yes,No,6 Speed,AWD,Power,5.0,Disc,Drum,168.0,14.0,"Tubeless,Radial",5,kolkata
7694,Petrol,Hatchback,787,Automatic,1,Renault,Renault KWID,2022,557000.0,2022,Comprehensive,Petrol,5,First Owner,Automatic,2022,22.3,999.0,108.45bhp@4000rpm,91.0,Others,dCi THP Diesel Engine,1461,245Nm@1750rpm,4,Yes,No,6 Speed,AWD,Power,5.0,Disc,Drum,168.0,14.0,"Tubeless,Radial",5,kolkata
7695,Cng,Hatchback,5870,Manual,1,Maruti,Maruti Wagon R,2022,674000.0,2022,Third Party,CNG,5,First Owner,Manual,2022,34.05,998.0,108.45bhp@4000rpm,82.0,Others,dCi THP Diesel Engine,1461,245Nm@1750rpm,4,Yes,No,6 Speed,AWD,Power,5.0,Disc,Drum,168.0,14.0,"Tubeless,Radial",5,kolkata
7696,Diesel,Hatchback,50000,Manual,1,Renault,Renault Pulse,2013,180000.0,2013,Third Party insurance,Diesel,5,First Owner,Manual,2013,23.08,1461.0,108.45bhp@4000rpm,160.0,Others,dCi THP Diesel Engine,1461,245Nm@1750rpm,4,Yes,No,6 Speed,AWD,Power,5.0,Disc,Drum,168.0,14.0,"Tubeless,Radial",5,kolkata
7697,Petrol,Hatchback,50714,Automatic,1,Maruti,Maruti Celerio,2014,318000.0,2014,Comprehensive,Petrol,5,First Owner,Automatic,2014,26.68,998.0,108.45bhp@4000rpm,89.0,Others,dCi THP Diesel Engine,1461,245Nm@1750rpm,4,Yes,No,6 Speed,AWD,Power,5.0,Disc,Drum,168.0,14.0,"Tubeless,Radial",5,kolkata
7698,Petrol,Sedan,40000,Manual,1,Hyundai,Hyundai Xcent,2019,500000.0,2019,Third Party insurance,Petrol,5,First Owner,Manual,2019,20.14,1197.0,108.45bhp@4000rpm,113.0,Others,dCi THP Diesel Engine,1461,245Nm@1750rpm,4,Yes,No,6 Speed,AWD,Power,5.0,Disc,Drum,168.0,14.0,"Tubeless,Radial",5,kolkata
7699,Petrol,Hatchback,4187,Manual,1,Maruti,Maruti Alto 800,2020,403000.0,2020,Comprehensive,Petrol,5,First Owner,Manual,2020,22.05,796.0,108.45bhp@4000rpm,69.0,Others,dCi THP Diesel Engine,1461,245Nm@1750rpm,4,Yes,No,6 Speed,AWD,Power,5.0,Disc,Drum,168.0,14.0,"Tubeless,Radial",5,kolkata
7700,Petrol,SUV,10164,Automatic,1,MG,MG Hector,2020,1513000.0,2020,Zero Dep,Petrol,5,First Owner,Automatic,2020,13.96,1451.0,108.45bhp@4000rpm,250.0,Others,dCi THP Diesel Engine,1461,245Nm@1750rpm,4,Yes,No,6 Speed,AWD,Power,5.0,Disc,Drum,168.0,14.0,"Tubeless,Radial",5,kolkata
7701,Petrol,Sedan,13269,Manual,1,Hyundai,Hyundai Verna,2022,1030000.0000000001,2022,Comprehensive,Petrol,5,First Owner,Manual,2022,17.7,1497.0,108.45bhp@4000rpm,143.0,Others,dCi THP Diesel Engine,1461,245Nm@1750rpm,4,Yes,No,6 Speed,AWD,Power,5.0,Disc,Drum,168.0,14.0,"Tubeless,Radial",5,kolkata
7702,Diesel,SUV,90000,Manual,1,Mahindra,Mahindra Scorpio,2020,1530000.0,2020,Third Party insurance,Diesel,7,First Owner,Manual,2020,15.4,2179.0,108.45bhp@4000rpm,319.0,Others,dCi THP Diesel Engine,1461,245Nm@1750rpm,4,Yes,No,6 Speed,AWD,Power,5.0,Disc,Drum,168.0,14.0,"Tubeless,Radial",5,kolkata
7703,Petrol,Sedan,16000,Manual,1,Hyundai,Hyundai Verna,2021,1050000.0,2021,Comprehensive,Petrol,5,First Owner,Manual,2021,17.7,1497.0,108.45bhp@4000rpm,143.0,Others,dCi THP Diesel Engine,1461,245Nm@1750rpm,4,Yes,No,6 Speed,AWD,Power,5.0,Disc,Drum,168.0,14.0,"Tubeless,Radial",5,kolkata
7704,Petrol,Sedan,60000,Manual,1,Honda,Honda City,2021,810000.0,2021,Third Party insurance,Petrol,5,First Owner,Manual,2021,17.4,1497.0,108.45bhp@4000rpm,145.0,Others,dCi THP Diesel Engine,1461,245Nm@1750rpm,4,Yes,No,6 Speed,AWD,Power,5.0,Disc,Drum,168.0,14.0,"Tubeless,Radial",5,kolkata
7705,Petrol,Sedan,47114,Manual,2,Honda,Honda City,2010,235000.0,2010,Comprehensive,Petrol,5,Second Owner,Manual,2010,17.0,1497.0,108.45bhp@4000rpm,146.0,Others,dCi THP Diesel Engine,1461,245Nm@1750rpm,4,Yes,No,6 Speed,AWD,Power,5.0,Disc,Drum,168.0,14.0,"Tubeless,Radial",5,kolkata
7707,Petrol,Sedan,50000,Manual,2,Honda,Honda City,2014,438999.99999999994,2014,Third Party insurance,Petrol,5,Second Owner,Manual,2014,17.4,1497.0,108.45bhp@4000rpm,145.0,Others,dCi THP Diesel Engine,1461,245Nm@1750rpm,4,Yes,No,6 Speed,AWD,Power,5.0,Disc,Drum,168.0,14.0,"Tubeless,Radial",5,kolkata
7708,Petrol,Hatchback,50000,Manual,2,Ford,Ford Figo,2011,200000.0,2011,Third Party insurance,Petrol,5,Second Owner,Manual,2011,15.6,1196.0,108.45bhp@4000rpm,102.0,Others,dCi THP Diesel Engine,1461,245Nm@1750rpm,4,Yes,No,6 Speed,AWD,Power,5.0,Disc,Drum,168.0,14.0,"Tubeless,Radial",5,kolkata
7709,Petrol,Hatchback,20000,Manual,1,Chevrolet,Chevrolet Spark,2012,210000.0,2012,Third Party insurance,Petrol,5,First Owner,Manual,2012,16.2,995.0,108.45bhp@4000rpm,90.0,Others,dCi THP Diesel Engine,1461,245Nm@1750rpm,4,Yes,No,6 Speed,AWD,Power,5.0,Disc,Drum,168.0,14.0,"Tubeless,Radial",5,kolkata
7710,Petrol,Hatchback,41424,Manual,2,Honda,Honda Brio,2013,225000.0,2013,Third Party,Petrol,5,Second Owner,Manual,2013,19.4,1198.0,108.45bhp@4000rpm,109.0,Others,dCi THP Diesel Engine,1461,245Nm@1750rpm,4,Yes,No,6 Speed,AWD,Power,5.0,Disc,Drum,168.0,14.0,"Tubeless,Radial",5,kolkata
7711,Petrol,Hatchback,23829,Manual,2,Maruti,Maruti Alto 800,2020,378000.0,2020,Comprehensive,Petrol,5,Second Owner,Manual,2020,22.05,796.0,108.45bhp@4000rpm,69.0,Others,dCi THP Diesel Engine,1461,245Nm@1750rpm,4,Yes,No,6 Speed,AWD,Power,5.0,Disc,Drum,168.0,14.0,"Tubeless,Radial",5,kolkata
7712,Petrol,Sedan,44199,Manual,1,Honda,Honda City,2019,684000.0,2019,Third Party,Petrol,5,First Owner,Manual,2019,17.4,1497.0,108.45bhp@4000rpm,145.0,Others,dCi THP Diesel Engine,1461,245Nm@1750rpm,4,Yes,No,6 Speed,AWD,Power,5.0,Disc,Drum,168.0,14.0,"Tubeless,Radial",5,kolkata
7713,Petrol,Sedan,40000,Manual,1,Hyundai,Hyundai Verna,2018,800000.0,2018,Third Party insurance,Petrol,5,First Owner,Manual,2018,17.0,1591.0,108.45bhp@4000rpm,151.0,Others,dCi THP Diesel Engine,1461,245Nm@1750rpm,4,Yes,No,6 Speed,AWD,Power,5.0,Disc,Drum,168.0,14.0,"Tubeless,Radial",5,kolkata
7714,Petrol,SUV,55625,Manual,1,Ford,Ford Ecosport,2015,419000.00000000006,2015,Third Party,Petrol,5,First Owner,Manual,2015,18.88,999.0,108.45bhp@4000rpm,170.0,Others,dCi THP Diesel Engine,1461,245Nm@1750rpm,4,Yes,No,6 Speed,AWD,Power,5.0,Disc,Drum,168.0,14.0,"Tubeless,Radial",5,kolkata
7715,Petrol,Hatchback,29230,Manual,1,Maruti,Maruti Wagon R,2015,309000.0,2015,Comprehensive,Petrol,5,First Owner,Manual,2015,20.51,998.0,108.45bhp@4000rpm,90.0,Others,dCi THP Diesel Engine,1461,245Nm@1750rpm,4,Yes,No,6 Speed,AWD,Power,5.0,Disc,Drum,168.0,14.0,"Tubeless,Radial",5,kolkata
7716,Petrol,Sedan,30000,Manual,1,Maruti,Maruti Swift Dzire,2017,525000.0,2017,Third Party insurance,Petrol,5,First Owner,Manual,2017,22.0,1197.0,108.45bhp@4000rpm,113.0,Others,dCi THP Diesel Engine,1461,245Nm@1750rpm,4,Yes,No,6 Speed,AWD,Power,5.0,Disc,Drum,168.0,14.0,"Tubeless,Radial",5,kolkata
7717,Petrol,Hatchback,25152,Manual,1,Volkswagen,Volkswagen Polo,2019,509999.99999999994,2019,Comprehensive,Petrol,5,First Owner,Manual,2019,17.74,999.0,108.45bhp@4000rpm,95.0,Others,dCi THP Diesel Engine,1461,245Nm@1750rpm,4,Yes,No,6 Speed,AWD,Power,5.0,Disc,Drum,168.0,14.0,"Tubeless,Radial",5,kolkata
7718,Diesel,Sedan,52224,Automatic,1,Audi,Audi A3,2020,2000000.0,2020,Comprehensive,Diesel,5,First Owner,Automatic,2020,20.38,1968.0,108.45bhp@4000rpm,320.0,Others,dCi THP Diesel Engine,1461,245Nm@1750rpm,4,Yes,No,6 Speed,AWD,Power,5.0,Disc,Drum,168.0,14.0,"Tubeless,Radial",5,kolkata
7719,Petrol,Sedan,62665,Manual,1,Maruti,Maruti Swift Dzire,2012,289000.0,2012,Comprehensive,Petrol,5,First Owner,Manual,2012,22.41,1197.0,108.45bhp@4000rpm,113.0,Others,dCi THP Diesel Engine,1461,245Nm@1750rpm,4,Yes,No,6 Speed,AWD,Power,5.0,Disc,Drum,168.0,14.0,"Tubeless,Radial",5,kolkata
7720,Petrol,Hatchback,76800,Manual,1,Maruti,Maruti Wagon R,2014,273000.0,2014,Comprehensive,Petrol,5,First Owner,Manual,2014,20.51,998.0,108.45bhp@4000rpm,90.0,Others,dCi THP Diesel Engine,1461,245Nm@1750rpm,4,Yes,No,6 Speed,AWD,Power,5.0,Disc,Drum,168.0,14.0,"Tubeless,Radial",5,kolkata
7721,Petrol,SUV,80000,Manual,1,Honda,Honda WR-V,2017,600000.0,2017,Third Party insurance,Petrol,5,First Owner,Manual,2017,17.5,1199.0,108.45bhp@4000rpm,110.0,Others,dCi THP Diesel Engine,1461,245Nm@1750rpm,4,Yes,No,6 Speed,AWD,Power,5.0,Disc,Drum,168.0,14.0,"Tubeless,Radial",5,kolkata
7722,Petrol,SUV,37833,Manual,2,Ford,Ford Ecosport,2016,509999.99999999994,2016,Comprehensive,Petrol,5,Second Owner,Manual,2016,15.9,1496.0,108.45bhp@4000rpm,149.0,Others,dCi THP Diesel Engine,1461,245Nm@1750rpm,4,Yes,No,6 Speed,AWD,Power,5.0,Disc,Drum,168.0,14.0,"Tubeless,Radial",5,kolkata
7723,Petrol,Hatchback,40000,Manual,1,Maruti,Maruti Alto 800,2015,300000.0,2015,Third Party insurance,Petrol,5,First Owner,Manual,2015,22.74,796.0,108.45bhp@4000rpm,69.0,Others,dCi THP Diesel Engine,1461,245Nm@1750rpm,4,Yes,No,6 Speed,AWD,Power,5.0,Disc,Drum,168.0,14.0,"Tubeless,Radial",5,kolkata
7724,Diesel,SUV,72000,Automatic,2,Land Rover,Land Rover Freelander 2,2012,969999.9999999999,2012,Third Party insurance,Diesel,5,Second Owner,Automatic,2012,12.35,2179.0,108.45bhp@4000rpm,420.0,Others,dCi THP Diesel Engine,1461,245Nm@1750rpm,4,Yes,No,6 Speed,AWD,Power,5.0,Disc,Drum,168.0,14.0,"Tubeless,Radial",5,kolkata
7725,Petrol,Sedan,30000,Automatic,1,Hyundai,Hyundai Elantra,2018,1400000.0,2018,Third Party insurance,Petrol,5,First Owner,Automatic,2018,14.62,1999.0,108.45bhp@4000rpm,192.0,Others,dCi THP Diesel Engine,1461,245Nm@1750rpm,4,Yes,No,6 Speed,AWD,Power,5.0,Disc,Drum,168.0,14.0,"Tubeless,Radial",5,kolkata
7726,Diesel,Sedan,80000,Manual,2,Hyundai,Hyundai Xcent,2014,300000.0,2014,Third Party insurance,Diesel,5,Second Owner,Manual,2014,24.4,1120.0,108.45bhp@4000rpm,180.0,Others,dCi THP Diesel Engine,1461,245Nm@1750rpm,4,Yes,No,6 Speed,AWD,Power,5.0,Disc,Drum,168.0,14.0,"Tubeless,Radial",5,kolkata
7727,Petrol,Sedan,30000,Automatic,1,Hyundai,Hyundai Elantra,2018,1500000.0,2018,Third Party insurance,Petrol,5,First Owner,Automatic,2018,14.62,1999.0,108.45bhp@4000rpm,192.0,Others,dCi THP Diesel Engine,1461,245Nm@1750rpm,4,Yes,No,6 Speed,AWD,Power,5.0,Disc,Drum,168.0,14.0,"Tubeless,Radial",5,kolkata
7728,Petrol,Hatchback,90000,Manual,2,Volkswagen,Volkswagen Polo,2014,290000.0,2014,Third Party insurance,Petrol,5,Second Owner,Manual,2014,16.47,1198.0,108.45bhp@4000rpm,110.0,Others,dCi THP Diesel Engine,1461,245Nm@1750rpm,4,Yes,No,6 Speed,AWD,Power,5.0,Disc,Drum,168.0,14.0,"Tubeless,Radial",5,kolkata
7729,Diesel,MUV,113000,Manual,1,Toyota,Toyota Innova,2014,750000.0,2014,Third Party insurance,Diesel,7,First Owner,Manual,2014,12.99,2494.0,108.45bhp@4000rpm,200.0,Others,dCi THP Diesel Engine,1461,245Nm@1750rpm,4,Yes,No,6 Speed,AWD,Power,5.0,Disc,Drum,168.0,14.0,"Tubeless,Radial",5,kolkata
7730,Petrol,Sedan,90000,Manual,2,Honda,Honda Civic,2012,350000.0,2012,Third Party insurance,Petrol,5,Second Owner,Manual,2012,14.8,1799.0,108.45bhp@4000rpm,171.0,Others,dCi THP Diesel Engine,1461,245Nm@1750rpm,4,Yes,No,6 Speed,AWD,Power,5.0,Disc,Drum,168.0,14.0,"Tubeless,Radial",5,kolkata
7731,Diesel,Hatchback,92202,Manual,1,Maruti,Maruti Swift,2013,296000.0,2014,Third Party,Diesel,5,First Owner,Manual,2013,22.9,1248.0,108.45bhp@4000rpm,190.0,Others,dCi THP Diesel Engine,1461,245Nm@1750rpm,4,Yes,No,6 Speed,AWD,Power,5.0,Disc,Drum,168.0,14.0,"Tubeless,Radial",5,kolkata
7732,Petrol,Hatchback,79783,Manual,2,Hyundai,Hyundai Grand i10,2018,376000.0,2018,Third Party insurance,Petrol,5,Second Owner,Manual,2018,18.9,1197.0,108.45bhp@4000rpm,113.0,Others,dCi THP Diesel Engine,1461,245Nm@1750rpm,4,Yes,No,6 Speed,AWD,Power,5.0,Disc,Drum,168.0,14.0,"Tubeless,Radial",5,kolkata
7733,Petrol,Sedan,10000,Manual,1,Honda,Honda City,2022,1399000.0,2022,Third Party insurance,Petrol,5,First Owner,Manual,2022,18.6,1498.0,108.45bhp@4000rpm,145.0,Others,dCi THP Diesel Engine,1461,245Nm@1750rpm,4,Yes,No,6 Speed,AWD,Power,5.0,Disc,Drum,168.0,14.0,"Tubeless,Radial",5,kolkata
7734,Petrol,Sedan,23227,Manual,2,Maruti,Maruti Swift Dzire,2021,690000.0,2021,Third Party insurance,Petrol,5,Second Owner,Manual,2021,22.41,1197.0,108.45bhp@4000rpm,113.0,Others,dCi THP Diesel Engine,1461,245Nm@1750rpm,4,Yes,No,6 Speed,AWD,Power,5.0,Disc,Drum,168.0,14.0,"Tubeless,Radial",5,kolkata
7735,Petrol,Sedan,3089,Manual,3,Maruti,Maruti Ciaz,2019,714000.0,2019,Third Party,Petrol,5,Third Owner,Manual,2019,21.56,1462.0,108.45bhp@4000rpm,138.0,Others,dCi THP Diesel Engine,1461,245Nm@1750rpm,4,Yes,No,6 Speed,AWD,Power,5.0,Disc,Drum,168.0,14.0,"Tubeless,Radial",5,kolkata
7736,Petrol,Sedan,28546,Manual,1,Honda,Honda Amaze,2019,600000.0,2019,Third Party insurance,Petrol,5,First Owner,Manual,2019,18.6,1199.0,108.45bhp@4000rpm,110.0,Others,dCi THP Diesel Engine,1461,245Nm@1750rpm,4,Yes,No,6 Speed,AWD,Power,5.0,Disc,Drum,168.0,14.0,"Tubeless,Radial",5,kolkata
7737,Petrol,Hatchback,85435,Manual,1,Hyundai,Hyundai Grand i10,2016,342000.0,2016,Third Party,Petrol,5,First Owner,Manual,2016,18.9,1197.0,108.45bhp@4000rpm,114.0,Others,dCi THP Diesel Engine,1461,245Nm@1750rpm,4,Yes,No,6 Speed,AWD,Power,5.0,Disc,Drum,168.0,14.0,"Tubeless,Radial",5,kolkata
7738,Diesel,Sedan,20000,Automatic,2,Porsche,Porsche Panamera,2016,5000000.0,2016,Third Party insurance,Diesel,5,Second Owner,Automatic,2016,17.85,2967.0,108.45bhp@4000rpm,650.0,Others,dCi THP Diesel Engine,1461,245Nm@1750rpm,4,Yes,No,6 Speed,AWD,Power,5.0,Disc,Drum,168.0,14.0,"Tubeless,Radial",5,kolkata
7739,Petrol,Hatchback,83124,Manual,2,Honda,Honda Brio,2012,208000.0,2012,Comprehensive,Petrol,5,Second Owner,Manual,2012,19.4,1198.0,108.45bhp@4000rpm,109.0,Others,dCi THP Diesel Engine,1461,245Nm@1750rpm,4,Yes,No,6 Speed,AWD,Power,5.0,Disc,Drum,168.0,14.0,"Tubeless,Radial",5,kolkata
7740,Petrol,Sedan,87859,Manual,2,Toyota,Toyota Etios,2014,279000.0,2014,Third Party,Petrol,5,Second Owner,Manual,2014,16.78,1496.0,108.45bhp@4000rpm,132.0,Others,dCi THP Diesel Engine,1461,245Nm@1750rpm,4,Yes,No,6 Speed,AWD,Power,5.0,Disc,Drum,168.0,14.0,"Tubeless,Radial",5,kolkata
7741,Diesel,Sedan,65000,Manual,1,Honda,Honda City,2017,600000.0,2017,Third Party insurance,Diesel,5,First Owner,Manual,2017,26.0,1498.0,108.45bhp@4000rpm,200.0,Others,dCi THP Diesel Engine,1461,245Nm@1750rpm,4,Yes,No,6 Speed,AWD,Power,5.0,Disc,Drum,168.0,14.0,"Tubeless,Radial",5,kolkata
7742,Diesel,SUV,50000,Automatic,1,Mahindra Ssangyong,Mahindra Ssangyong Rexton,2018,1450000.0,2018,Third Party insurance,Diesel,7,First Owner,Automatic,2018,11.18,2696.0,108.45bhp@4000rpm,402.0,Others,dCi THP Diesel Engine,1461,245Nm@1750rpm,4,Yes,No,6 Speed,AWD,Power,5.0,Disc,Drum,168.0,14.0,"Tubeless,Radial",5,kolkata
7743,Petrol,Sedan,80000,Manual,3,Toyota,Toyota Etios,2012,225000.0,2012,Third Party insurance,Petrol,5,Third Owner,Manual,2012,17.6,1496.0,108.45bhp@4000rpm,132.0,Others,dCi THP Diesel Engine,1461,245Nm@1750rpm,4,Yes,No,6 Speed,AWD,Power,5.0,Disc,Drum,168.0,14.0,"Tubeless,Radial",5,kolkata
7744,Petrol,Hatchback,25000,Manual,1,Hyundai,Hyundai Grand i10,2018,400000.0,2018,Comprehensive,Petrol,5,First Owner,Manual,2018,18.9,1197.0,108.45bhp@4000rpm,113.0,Others,dCi THP Diesel Engine,1461,245Nm@1750rpm,4,Yes,No,6 Speed,AWD,Power,5.0,Disc,Drum,168.0,14.0,"Tubeless,Radial",5,kolkata
7745,Diesel,Sedan,120000,Manual,1,Hindustan Motors,Ambassador,2014,120000.0,2014,Third Party insurance,Diesel,5,First Owner,Manual,2014,12.8,1995.0,108.45bhp@4000rpm,106.0,Others,dCi THP Diesel Engine,1461,245Nm@1750rpm,4,Yes,No,6 Speed,AWD,Power,5.0,Disc,Drum,168.0,14.0,"Tubeless,Radial",5,kolkata
7746,Petrol,Hatchback,3000,Manual,1,Hyundai,Hyundai i20,2019,625000.0,2019,Comprehensive,Petrol,5,First Owner,Manual,2019,18.6,1197.0,108.45bhp@4000rpm,114.0,Others,dCi THP Diesel Engine,1461,245Nm@1750rpm,4,Yes,No,6 Speed,AWD,Power,5.0,Disc,Drum,168.0,14.0,"Tubeless,Radial",5,kolkata
7747,Petrol,Hatchback,37001,Manual,1,Hyundai,Hyundai Grand i10,2018,385000.0,2018,Comprehensive,Petrol,5,First Owner,Manual,2018,18.9,1197.0,108.45bhp@4000rpm,113.0,Others,dCi THP Diesel Engine,1461,245Nm@1750rpm,4,Yes,No,6 Speed,AWD,Power,5.0,Disc,Drum,168.0,14.0,"Tubeless,Radial",5,kolkata
7748,Petrol,Hatchback,39000,Manual,1,Maruti,Maruti Swift,2013,335000.0,2013,Comprehensive,Petrol,5,First Owner,Manual,2013,18.6,1197.0,108.45bhp@4000rpm,114.0,Others,dCi THP Diesel Engine,1461,245Nm@1750rpm,4,Yes,No,6 Speed,AWD,Power,5.0,Disc,Drum,168.0,14.0,"Tubeless,Radial",5,kolkata
7749,Petrol,Sedan,20000,Automatic,1,Honda,Honda City,2020,985000.0,2020,Third Party insurance,Petrol,5,First Owner,Automatic,2020,17.4,1497.0,108.45bhp@4000rpm,145.0,Others,dCi THP Diesel Engine,1461,245Nm@1750rpm,4,Yes,No,6 Speed,AWD,Power,5.0,Disc,Drum,168.0,14.0,"Tubeless,Radial",5,kolkata
7750,Diesel,Sedan,103033,Manual,3,Hyundai,Hyundai Xcent,2015,271000.0,2015,Third Party,Diesel,5,Third Owner,Manual,2015,24.4,1120.0,108.45bhp@4000rpm,180.0,Others,dCi THP Diesel Engine,1461,245Nm@1750rpm,4,Yes,No,6 Speed,AWD,Power,5.0,Disc,Drum,168.0,14.0,"Tubeless,Radial",5,kolkata
7751,Petrol,Hatchback,25968,Manual,1,Hyundai,Hyundai Grand i10,2017,480999.99999999994,2017,Comprehensive,Petrol,5,First Owner,Manual,2017,18.9,1197.0,108.45bhp@4000rpm,113.0,Others,dCi THP Diesel Engine,1461,245Nm@1750rpm,4,Yes,No,6 Speed,AWD,Power,5.0,Disc,Drum,168.0,14.0,"Tubeless,Radial",5,kolkata
