,ft,bt,km,transmission,ownerNo,oem,model,modelYear,price,Registration Year,Insurance Validity,Fuel Type,Seats,Ownership,Transmission,Year of Manufacture,Mileage,Engine,Max Power,Torque,Color,Engine Type,Displacement,Max Torque,No of Cylinder,Turbo Charger,Super Charger,Gear Box,Drive Type,Steering Type,Turning Radius,Front Brake Type,Rear Brake Type,Top Speed,Acceleration,Tyre Type,No Door Numbers,City
1,Petrol,SUV,32706,Manual,2,Ford,Ford Ecosport,2018,811000.0,2018,Comprehensive,Petrol,5,Second Owner,Manual,2018,17.0,1497.0,82bhp@6000rpm,150.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
2,Petrol,Hatchback,11949,Manual,1,Tata,Tata Tiago,2018,585000.0,2018,Comprehensive,Petrol,5,First Owner,Manual,2018,23.84,1199.0,82bhp@6000rpm,114.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
3,Petrol,Sedan,17794,Manual,1,Hyundai,Hyundai Xcent,2014,462000.0,2014,Comprehensive,Petrol,5,First Owner,Manual,2014,19.1,1197.0,82bhp@6000rpm,113.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
4,Diesel,SUV,60000,Manual,1,Maruti,Maruti SX4 S Cross,2015,790000.0,2015,Third Party insurance,Diesel,5,First Owner,Manual,2015,23.65,1248.0,82bhp@6000rpm,200.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
5,Diesel,SUV,20000,Manual,1,Jeep,Jeep Compass,2020,1900000.0,2020,Third Party insurance,Diesel,5,First Owner,Manual,2020,17.1,1956.0,82bhp@6000rpm,350.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
6,Petrol,Hatchback,37772,Manual,1,Datsun,Datsun GO,2017,345000.0,2017,Comprehensive,Petrol,5,First Owner,Manual,2017,20.63,1198.0,82bhp@6000rpm,104.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
7,Petrol,SUV,30000,Automatic,1,Hyundai,Hyundai Venue,2021,1200000.0,2021,Third Party insurance,Petrol,5,First Owner,Automatic,2021,18.15,998.0,82bhp@6000rpm,171.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
8,Petrol,Sedan,37000,Automatic,1,Maruti,Maruti Ciaz,2018,960000.0,2018,Comprehensive,Petrol,5,First Owner,Automatic,2018,20.28,1462.0,82bhp@6000rpm,138.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
9,Petrol,Hatchback,11949,Manual,1,Tata,Tata Tiago,2017,585000.0,2018,Comprehensive,Petrol,5,First Owner,Manual,2017,23.84,1199.0,82bhp@6000rpm,114.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
10,Petrol,Hatchback,50000,Manual,1,Maruti,Maruti Baleno,2018,690000.0,2018,Third Party insurance,Petrol,5,First Owner,Manual,2018,21.4,1197.0,82bhp@6000rpm,115.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
11,Petrol,Hatchback,24887,Automatic,1,Hyundai,Hyundai Grand i10,2019,682000.0,2019,Third Party insurance,Petrol,5,First Owner,Automatic,2019,18.9,1197.0,82bhp@6000rpm,113.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
12,Petrol,Hatchback,23000,Automatic,1,Honda,Honda Jazz,2018,825000.0,2018,Comprehensive,Petrol,5,First Owner,Automatic,2018,18.2,1199.0,82bhp@6000rpm,110.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
13,Petrol,Hatchback,48928,Automatic,1,Tata,Tata Tiago,2018,595000.0,2018,Comprehensive,Petrol,5,First Owner,Automatic,2018,23.84,1199.0,82bhp@6000rpm,114.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
14,Diesel,SUV,108862,Manual,3,Mahindra,Mahindra XUV500,2014,690000.0,2014,Comprehensive,Diesel,7,Third Owner,Manual,2014,15.1,2179.0,82bhp@6000rpm,330.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
15,Diesel,SUV,80000,Manual,1,Jeep,Jeep Compass,2018,1350000.0,2018,Third Party insurance,Diesel,5,First Owner,Manual,2018,17.1,1956.0,82bhp@6000rpm,350.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
16,Diesel,SUV,16000,Automatic,1,Mercedes-Benz,Mercedes-Benz GLA,2022,5595000.0,2022,Comprehensive,Diesel,5,First Owner,Automatic,2022,18.9,1950.0,82bhp@6000rpm,400.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
17,Diesel,Hatchback,65376,Manual,2,Hyundai,Hyundai i20,2014,521000.0,2014,Comprehensive,Diesel,5,Second Owner,Manual,2014,21.27,1396.0,82bhp@6000rpm,219.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
18,Petrol,SUV,10000,Manual,1,Tata,Tata Nexon,2022,1005000.0000000001,2022,Third Party insurance,Petrol,5,First Owner,Manual,2022,17.33,1199.0,82bhp@6000rpm,170.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
19,Petrol,Sedan,67000,Manual,2,Honda,Honda City,2016,775000.0,2016,Comprehensive,Petrol,5,Second Owner,Manual,2016,17.8,1497.0,82bhp@6000rpm,145.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
20,Diesel,Sedan,100000,Automatic,3,BMW,BMW 5 Series,2011,2200000.0,2011,Third Party insurance,Diesel,5,Third Owner,Automatic,2011,18.48,1995.0,82bhp@6000rpm,35.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
21,Petrol,Hatchback,18083,Manual,1,Maruti,Maruti Swift,2016,582000.0,2016,Comprehensive,Petrol,5,First Owner,Manual,2016,22.38,1197.0,82bhp@6000rpm,113.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
22,Petrol,SUV,30000,Manual,1,Renault,Renault Duster,2020,1090000.0,2020,Third Party insurance,Petrol,5,First Owner,Manual,2020,16.42,1498.0,82bhp@6000rpm,142.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
23,Petrol,Hatchback,57634,Manual,2,Tata,Tata Tiago,2016,457000.0,2016,Comprehensive,Petrol,5,Second Owner,Manual,2016,23.84,1199.0,82bhp@6000rpm,114.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
24,Petrol,Sedan,50000,Automatic,2,Mercedes-Benz,Mercedes-Benz S-Class,2016,4900000.0,2016,Third Party insurance,Petrol,5,Second Owner,Automatic,2016,7.81,4663.0,82bhp@6000rpm,700.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
25,Petrol,Sedan,110000,Manual,1,Honda,Honda City,2015,550000.0,2015,Third Party insurance,Petrol,5,First Owner,Manual,2015,17.4,1497.0,82bhp@6000rpm,145.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
26,Petrol,Hatchback,23447,Automatic,1,Hyundai,Hyundai Santro,2018,570000.0,2018,Comprehensive,Petrol,5,First Owner,Automatic,2018,20.3,1086.0,82bhp@6000rpm,99.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
27,Lpg,Hatchback,30000,Manual,2,Hyundai,Hyundai Santro Xing,2009,220000.00000000003,2009,Third Party insurance,LPG,5,Second Owner,Manual,2009,13.45,1086.0,82bhp@6000rpm,96.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
28,Petrol,Sedan,33000,Automatic,1,Mercedes-Benz,Mercedes-Benz E-Class,2017,4145000.0000000005,2017,Comprehensive,Petrol,5,First Owner,Automatic,2017,15.0,1991.0,82bhp@6000rpm,300.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
29,Diesel,SUV,87667,Manual,2,Mahindra,Mahindra XUV500,2014,861000.0,2014,Third Party,Diesel,7,Second Owner,Manual,2014,15.1,2179.0,82bhp@6000rpm,330.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
30,Diesel,Sedan,40000,Automatic,2,Audi,Audi A4,2016,1785000.0000000002,2016,Third Party insurance,Diesel,5,Second Owner,Automatic,2016,17.11,1968.0,82bhp@6000rpm,380.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
31,Diesel,SUV,79012,Manual,2,Mahindra,Mahindra XUV500,2014,802999.9999999999,2014,Comprehensive,Diesel,7,Second Owner,Manual,2014,15.1,2179.0,82bhp@6000rpm,330.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
32,Diesel,SUV,31344,Manual,1,Jeep,Jeep Compass,2021,2565000.0,2021,Comprehensive,Diesel,5,First Owner,Manual,2021,17.1,1956.0,82bhp@6000rpm,350.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
33,Petrol,Sedan,50000,Manual,1,Hyundai,Hyundai Xcent,2018,674000.0,2018,Third Party insurance,Petrol,5,First Owner,Manual,2018,20.14,1197.0,82bhp@6000rpm,113.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
34,Petrol,Hatchback,12434,Manual,1,Maruti,Maruti Wagon R,2015,349000.0,2015,Comprehensive,Petrol,5,First Owner,Manual,2015,20.51,998.0,82bhp@6000rpm,90.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
35,Petrol,MUV,60000,Manual,2,Maruti,Maruti Ertiga,2019,1050000.0,2019,Third Party insurance,Petrol,7,Second Owner,Manual,2019,19.34,1462.0,82bhp@6000rpm,138.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
36,Diesel,Sedan,12000,Automatic,1,Mercedes-Benz,Mercedes-Benz C-Class,2019,4425000.0,2019,Comprehensive,Diesel,5,First Owner,Automatic,2019,12.6,1950.0,82bhp@6000rpm,400.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
37,Petrol,Hatchback,40987,Manual,2,Maruti,Maruti Wagon R,2015,405999.99999999994,2015,Comprehensive,Petrol,5,Second Owner,Manual,2015,20.51,998.0,82bhp@6000rpm,90.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
38,Petrol,Sedan,18157,Automatic,1,BMW,BMW 5 Series,2020,4965000.0,2020,Zero Dep,Petrol,5,First Owner,Automatic,2020,15.56,1998.0,82bhp@6000rpm,350.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
39,Diesel,SUV,120000,Manual,3,Toyota,Toyota Fortuner,2011,1100000.0,2011,Third Party insurance,Diesel,7,Third Owner,Manual,2011,11.5,2982.0,82bhp@6000rpm,343.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
40,Diesel,SUV,40000,Automatic,2,Renault,Renault Duster,2020,1100000.0,2020,Third Party insurance,Diesel,5,Second Owner,Automatic,2020,19.87,1461.0,82bhp@6000rpm,245.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
41,Petrol,Hatchback,89667,Manual,1,Hyundai,Hyundai i20,2016,594000.0,2016,Comprehensive,Petrol,5,First Owner,Manual,2016,18.6,1197.0,82bhp@6000rpm,114.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
42,Diesel,Hatchback,120000,Manual,1,Hyundai,Hyundai i20,2017,710000.0,2017,Third Party insurance,Diesel,5,First Owner,Manual,2017,22.54,1396.0,82bhp@6000rpm,219.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
43,Petrol,Hatchback,56997,Manual,1,Maruti,Maruti Baleno,2017,692000.0,2017,Zero Dep,Petrol,5,First Owner,Manual,2017,21.4,1197.0,82bhp@6000rpm,115.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
44,Petrol,Sedan,120000,Manual,1,Hyundai,Hyundai Elantra,2013,650000.0,2013,Third Party insurance,Petrol,5,First Owner,Manual,2013,16.3,1797.0,82bhp@6000rpm,177.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
45,Diesel,Sedan,59000,Automatic,1,Audi,Audi A6,2015,2089999.9999999998,2016,Third Party insurance,Diesel,5,First Owner,Automatic,2015,18.53,1968.0,82bhp@6000rpm,400.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
46,Petrol,Hatchback,18835,Manual,1,Maruti,Maruti Alto 800,2021,411000.00000000006,2021,Zero Dep,Petrol,5,First Owner,Manual,2021,22.05,796.0,82bhp@6000rpm,69.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
47,Diesel,SUV,120000,Manual,2,Mahindra,Mahindra Scorpio,2010,650000.0,2010,Third Party insurance,Diesel,7,Second Owner,Manual,2010,12.05,2179.0,82bhp@6000rpm,290.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
48,Petrol,Hatchback,40000,Automatic,1,Mini,Mini 3 DOOR,2016,3675000.0,2016,Comprehensive,Petrol,4,First Owner,Automatic,2016,17.33,1998.0,82bhp@6000rpm,280.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
49,Petrol,Hatchback,60932,Manual,1,Tata,Tata Tiago,2019,610000.0,2019,Comprehensive,Petrol,5,First Owner,Manual,2019,23.84,1199.0,82bhp@6000rpm,114.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
50,Petrol,SUV,33539,Automatic,2,Kia,Kia Seltos,2020,1675000.0,2020,Comprehensive,Petrol,5,Second Owner,Automatic,2020,16.5,1353.0,82bhp@6000rpm,242.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
51,Petrol,Hatchback,66837,Manual,2,Tata,Tata Tiago,2018,530000.0,2018,Comprehensive,Petrol,5,Second Owner,Manual,2018,23.84,1199.0,82bhp@6000rpm,114.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
52,Diesel,Sedan,400,Automatic,1,Mercedes-Benz,Mercedes-Benz E-Class,2022,7990000.000000001,2022,Third Party,Diesel,5,First Owner,Automatic,2022,18.9,2925.0,82bhp@6000rpm,600.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
53,Petrol,Hatchback,60000,Manual,2,Maruti,Maruti Alto,2008,250000.0,2008,Third Party insurance,Petrol,5,Second Owner,Manual,2008,19.7,796.0,82bhp@6000rpm,62.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
54,Petrol,Hatchback,44285,Manual,1,Hyundai,Hyundai i20,2019,715000.0,2019,Third Party insurance,Petrol,5,First Owner,Manual,2019,18.6,1197.0,82bhp@6000rpm,117.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
55,Diesel,SUV,100000,Automatic,2,Mercedes-Benz,Mercedes-Benz GL-Class,2014,3500000.0,2014,Third Party insurance,Diesel,7,Second Owner,Automatic,2014,11.3,2987.0,82bhp@6000rpm,619.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
56,Diesel,SUV,25000,Automatic,1,Tata,Tata New Safari,2021,2250000.0,2021,Comprehensive,Diesel,6,First Owner,Automatic,2021,14.08,1956.0,82bhp@6000rpm,350.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
57,Petrol,Hatchback,36735,Manual,1,Hyundai,Hyundai Grand i10,2018,625000.0,2019,Comprehensive,Petrol,5,First Owner,Manual,2018,18.9,1197.0,82bhp@6000rpm,113.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
58,Diesel,SUV,79000,Automatic,1,Audi,Audi Q7,2015,2695000.0,2015,Comprehensive,Diesel,7,First Owner,Automatic,2015,12.07,2967.0,82bhp@6000rpm,550.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
59,Diesel,SUV,120000,Manual,2,Mahindra,Mahindra Scorpio,2010,650000.0,2010,Third Party insurance,Diesel,8,Second Owner,Manual,2010,12.05,2179.0,82bhp@6000rpm,290.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
60,Petrol,Hatchback,10000,Automatic,1,Renault,Renault KWID,2022,550000.0,2022,Third Party insurance,Petrol,5,First Owner,Automatic,2022,22.0,999.0,82bhp@6000rpm,91.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
61,Diesel,SUV,53645,Manual,1,Tata,Tata Nexon,2018,825000.0,2018,Comprehensive,Diesel,5,First Owner,Manual,2018,21.5,1497.0,82bhp@6000rpm,260.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
62,Petrol,Hatchback,100000,Manual,2,Hyundai,Hyundai Getz,2006,220000.00000000003,2006,Third Party insurance,Petrol,5,Second Owner,Manual,2006,15.3,1341.0,82bhp@6000rpm,115.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
63,Petrol,Hatchback,53982,Automatic,1,Maruti,Maruti Celerio,2014,428000.0,2014,Comprehensive,Petrol,5,First Owner,Automatic,2014,26.68,998.0,82bhp@6000rpm,89.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
64,Diesel,Sedan,110000,Manual,1,Skoda,Skoda Rapid,2014,695000.0,2014,Third Party insurance,Diesel,5,First Owner,Manual,2014,21.14,1498.0,82bhp@6000rpm,250.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
65,Petrol,SUV,37741,Manual,2,Ford,Ford Ecosport,2019,930000.0000000001,2019,Third Party insurance,Petrol,5,Second Owner,Manual,2019,15.9,1496.0,82bhp@6000rpm,149.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
66,Petrol,Hatchback,17367,Manual,1,Maruti,Maruti Alto 800,2021,455000.0,2021,Comprehensive,Petrol,5,First Owner,Manual,2021,22.05,796.0,82bhp@6000rpm,69.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
67,Diesel,SUV,94000,Manual,1,Hyundai,Hyundai Creta,2017,1195000.0,2017,Comprehensive,Diesel,5,First Owner,Manual,2017,19.67,1582.0,82bhp@6000rpm,259.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
68,Diesel,SUV,33700,Automatic,1,Tata,Tata Harrier,2021,2175000.0,2021,Comprehensive,Diesel,5,First Owner,Automatic,2021,14.6,1956.0,82bhp@6000rpm,350.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
69,Petrol,Hatchback,54601,Manual,3,Maruti,Maruti Swift,2014,442000.0,2014,Comprehensive,Petrol,5,Third Owner,Manual,2014,22.38,1197.0,82bhp@6000rpm,113.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
70,Diesel,Hatchback,110000,Manual,1,Maruti,Maruti Swift,2018,690000.0,2018,Third Party insurance,Diesel,5,First Owner,Manual,2018,28.4,1248.0,82bhp@6000rpm,190.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
71,Petrol,Hatchback,64000,Manual,2,Maruti,Maruti Celerio,2017,500000.0,2017,Third Party,Petrol,5,Second Owner,Manual,2017,23.1,998.0,82bhp@6000rpm,90.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
72,Diesel,Sedan,40525,Automatic,1,BMW,BMW 3 Series GT,2016,3395000.0000000005,2016,Comprehensive,Diesel,5,First Owner,Automatic,2016,21.76,1995.0,82bhp@6000rpm,400.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
73,Diesel,Sedan,100000,Manual,1,Maruti,Maruti Ciaz,2015,650000.0,2015,Third Party insurance,Diesel,5,First Owner,Manual,2015,26.21,1248.0,82bhp@6000rpm,200.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
74,Petrol,Hatchback,44154,Automatic,2,Honda,Honda Jazz,2016,537000.0,2016,Comprehensive,Petrol,5,Second Owner,Automatic,2016,19.0,1199.0,82bhp@6000rpm,110.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
75,Diesel,MUV,70000,Manual,1,Renault,Renault Lodgy,2016,750000.0,2016,Third Party insurance,Diesel,7,First Owner,Manual,2016,19.98,1461.0,82bhp@6000rpm,245.0,White,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,No,No,4 Speed,FWD,Power,4.0,Disc,Drum,165.0,12.0,Tubeless,5,bangalore
